"","date","depth","new_mean"
"1",2011.60815503734,-200,23.7632771856798
"2",2011.62703990471,-200,23.5232711026055
"3",2011.64592477207,-200,23.2423379000685
"4",2011.66480963944,-200,22.9395230251959
"5",2011.6836945068,-200,22.6440958383175
"6",2011.70257937417,-200,22.3882412225047
"7",2011.72146424154,-200,22.1910733482903
"8",2011.7403491089,-200,22.060012655832
"9",2011.75923397627,-200,21.9791224425592
"10",2011.77811884363,-200,21.8827895674707
"11",2011.797003711,-200,21.7116809415405
"12",2011.81588857837,-200,21.4810309788374
"13",2011.83477344573,-200,21.2332515506754
"14",2011.8536583131,-200,21.0143590188679
"15",2011.87254318046,-200,20.873454875541
"16",2011.89142804783,-200,20.8318847319626
"17",2011.9103129152,-200,20.8493468460213
"18",2011.92919778256,-200,20.8840843822583
"19",2011.94808264993,-200,20.9350268372612
"20",2011.96696751729,-200,21.0156316054309
"21",2011.98585238466,-200,21.1286888960835
"22",2012.00473725203,-200,21.2671068539139
"23",2012.02362211939,-200,21.417353753681
"24",2012.04250698676,-200,21.5521729458864
"25",2012.06139185413,-200,21.6458460012952
"26",2012.08027672149,-200,21.6936286378766
"27",2012.09916158886,-200,21.6991105659473
"28",2012.11804645622,-200,21.6740013016977
"29",2012.13693132359,-200,21.6376057785245
"30",2012.15581619096,-200,21.6023372672037
"31",2012.17470105832,-200,21.5639991833131
"32",2012.19358592569,-200,21.5152174360212
"33",2012.21247079305,-200,21.4433455913753
"34",2012.23135566042,-200,21.3358265620508
"35",2012.25024052779,-200,21.2256520131647
"36",2012.26912539515,-200,21.1893897902312
"37",2012.28801026252,-200,21.2616017696945
"38",2012.30689512988,-200,21.3734402588004
"39",2012.32577999725,-200,21.4497707392023
"40",2012.34466486462,-200,21.4710671424747
"41",2012.36354973198,-200,21.4402125817081
"42",2012.38243459935,-200,21.3687578610466
"43",2012.40131946672,-200,21.276677505185
"44",2012.42020433408,-200,21.1792562881403
"45",2012.43908920145,-200,21.0795957740196
"46",2012.45797406881,-200,20.9791362587093
"47",2012.47685893618,-200,20.8802576483215
"48",2012.49574380355,-200,20.785722996225
"49",2012.51462867091,-200,20.6983875517884
"50",2012.53351353828,-200,20.6212007179204
"51",2012.55239840564,-200,20.5576255695932
"52",2012.57128327301,-200,20.5123818750721
"53",2012.59016814038,-200,20.488763566763
"54",2012.60905300774,-200,20.4791286459675
"55",2012.62793787511,-200,20.47120298196
"56",2012.64682274247,-200,20.4501654476827
"57",2012.66570760984,-200,20.3986340011078
"58",2012.68459247721,-200,20.3087549802339
"59",2012.70347734457,-200,20.1970266935309
"60",2012.72236221194,-200,20.0823905978336
"61",2012.74124707931,-200,19.974481087151
"62",2012.76013194667,-200,19.8790349975111
"63",2012.77901681404,-200,19.8027960599292
"64",2012.7979016814,-200,19.7535690372076
"65",2012.81678654877,-200,19.7377866400403
"66",2012.83567141614,-200,19.7582048715889
"67",2012.8545562835,-200,19.8157403634927
"68",2012.87344115087,-200,19.9023950656393
"69",2012.89232601823,-200,20.0063491502462
"70",2012.9112108856,-200,20.1166766534635
"71",2012.93009575297,-200,20.2234219286407
"72",2012.94898062033,-200,20.3188514197639
"73",2012.9678654877,-200,20.4009753666327
"74",2012.98675035506,-200,20.4689543005047
"75",2013.00563522243,-200,20.5235127171986
"76",2013.0245200898,-200,20.5660923397171
"77",2013.04340495716,-200,20.5988065179754
"78",2013.06228982453,-200,20.6244945708754
"79",2013.0811746919,-200,20.6460485968678
"80",2013.10005955926,-200,20.6664017134145
"81",2013.11894442663,-200,20.6880991413318
"82",2013.13782929399,-200,20.7107384288184
"83",2013.15671416136,-200,20.7325399274909
"84",2013.17559902873,-200,20.7504753513782
"85",2013.19448389609,-200,20.760146292403
"86",2013.21336876346,-200,20.7614779555069
"87",2013.23225363082,-200,20.7665405824177
"88",2013.25113849819,-200,20.7868762807222
"89",2013.27002336556,-200,20.8140642465537
"90",2013.28890823292,-200,20.8306477122145
"91",2013.30779310029,-200,20.8246463062124
"92",2013.32667796765,-200,20.7903306535216
"93",2013.34556283502,-200,20.7270218752934
"94",2013.36444770239,-200,20.6473722340695
"95",2013.38333256975,-200,20.5653311649202
"96",2013.40221743712,-200,20.4866717814125
"97",2013.42110230449,-200,20.4133466420387
"98",2013.43998717185,-200,20.3485281697656
"99",2013.45887203922,-200,20.2968210647722
"100",2013.47775690658,-200,20.2607003872648
"101",2013.49664177395,-200,20.2362497895816
"102",2013.51552664132,-200,20.2187863247319
"103",2013.53441150868,-200,20.2067037887433
"104",2013.55329637605,-200,20.1998841683183
"105",2013.57218124341,-200,20.198331434593
"106",2013.59106611078,-200,20.2021834174549
"107",2013.60995097815,-200,20.2120898286629
"108",2013.62883584551,-200,20.2301879601777
"109",2013.64772071288,-200,20.2587233231345
"110",2013.66660558024,-200,20.298567772717
"111",2013.68549044761,-200,20.3499140463162
"112",2013.70437531498,-200,20.4129204239858
"113",2013.72326018234,-200,20.4877099251629
"114",2013.74214504971,-200,20.5738294943237
"115",2013.76102991708,-200,20.66908794196
"116",2013.77991478444,-200,20.770963495921
"117",2013.79879965181,-200,20.8769086044987
"118",2013.81768451917,-200,20.9843732954185
"119",2013.83656938654,-200,21.0911733676082
"120",2013.85545425391,-200,21.1955731467888
"121",2013.87433912127,-200,21.295863945786
"122",2013.89322398864,-200,21.3903374546259
"123",2013.912108856,-200,21.477443469834
"124",2013.93099372337,-200,21.5570050608243
"125",2013.94987859074,-200,21.6295529078154
"126",2013.9687634581,-200,21.695625910041
"127",2013.98764832547,-200,21.7557660633262
