"","Date","Plant","Water","Mean_water","Depth","Block","date","year","month"
"281","20/12/2012","G","A","18.7120183602454","-12.5","R",2012-12-20,2012,"winter"
"282","20/12/2012","G","X","22.7946024348356","-12.5","R",2012-12-20,2012,"winter"
"283","20/12/2012","G","X","21.4885675530899","-12.5","L",2012-12-20,2012,"winter"
"284","20/12/2012","G","R","11.9985900087811","-12.5","L",2012-12-20,2012,"winter"
"285","20/12/2012","G","R","12.9734145524625","-12.5","L",2012-12-20,2012,"winter"
"286","20/12/2012","G","X","21.953713259969","-12.5","L",2012-12-20,2012,"winter"
"287","20/12/2012","G","A","21.2837856852413","-12.5","L",2012-12-20,2012,"winter"
"288","20/12/2012","G","A","23.7769417465777","-12.5","R",2012-12-20,2012,"winter"
"289","17/01/2013","G","X","13.1388163613319","-12.5","R",2013-01-17,2013,"winter"
"290","17/01/2013","G","A","16.6124604470169","-12.5","R",2013-01-17,2013,"winter"
"291","17/01/2013","G","R","10.0260516960796","-12.5","L",2013-01-17,2013,"winter"
"292","17/01/2013","G","X","14.4079829528625","-12.5","L",2013-01-17,2013,"winter"
"293","17/01/2013","G","R","11.6385110027189","-12.5","R",2013-01-17,2013,"winter"
"294","17/01/2013","G","A","14.6456134609434","-12.5","R",2013-01-17,2013,"winter"
"295","17/01/2013","G","R","15.2662117407886","-12.5","L",2013-01-17,2013,"winter"
"296","17/01/2013","G","X",NA,"-12.5","L",2013-01-17,2013,"winter"
"297","17/01/2013","G","A","14.0836157584082","-12.5","L",2013-01-17,2013,"winter"
"298","17/01/2013","G","A","14.9330507781842","-12.5","L",2013-01-17,2013,"winter"
"299","17/01/2013","G","R","12.4942026117783","-12.5","R",2013-01-17,2013,"winter"
"300","17/01/2013","G","X","15.1547883600103","-12.5","R",2013-01-17,2013,"winter"
"301","17/01/2013","G","A","14.7512173143937","-12.5","L",2013-01-17,2013,"winter"
"302","17/01/2013","G","R","12.2057441665138","-12.5","R",2013-01-17,2013,"winter"
"303","17/01/2013","G","R",NA,"-12.5","R",2013-01-17,2013,"winter"
"304","17/01/2013","G","X",NA,"-12.5","R",2013-01-17,2013,"winter"
"305","17/01/2013","G","A","12.205373797934","-12.5","R",2013-01-17,2013,"winter"
"306","17/01/2013","G","X","14.8400744846781","-12.5","R",2013-01-17,2013,"winter"
"307","17/01/2013","G","X","14.6646531619403","-12.5","L",2013-01-17,2013,"winter"
"308","17/01/2013","G","R",NA,"-12.5","L",2013-01-17,2013,"winter"
"309","17/01/2013","G","R","12.5796274123133","-12.5","L",2013-01-17,2013,"winter"
"310","17/01/2013","G","X","14.4265438149054","-12.5","L",2013-01-17,2013,"winter"
"311","17/01/2013","G","A","17.734838591515","-12.5","L",2013-01-17,2013,"winter"
"312","17/01/2013","G","A",NA,"-12.5","R",2013-01-17,2013,"winter"
"313","18/02/2013","G","X","11.6657056363602","-12.5","R",2013-02-18,2013,"winter"
"314","18/02/2013","G","A","14.859114185675","-12.5","R",2013-02-18,2013,"winter"
"315","18/02/2013","G","R","8.88363209042197","-12.5","L",2013-02-18,2013,"winter"
